,TEAM,CONF,Power Conference,G,W,ADJEM,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOM,TOR,RBM,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POSTSEASON,Year
2963,Iowa St.,B12,1,35,23,22.80000000000001,121.4,98.6,0.9162,57.1,49.8,1.1000000000000014,15.7,-3.900000000000002,16.8,26.2,30.1,26.1,24.9,56.7,49.5,38.7,33.5,72.3,3.6,3.0,S16,2016
2964,IPFW,Sum,0,32,22,2.0,110.4,108.4,0.5522,54.0,52.9,-1.6000000000000014,17.3,1.6000000000000014,15.7,28.1,26.5,33.4,30.0,49.0,50.2,40.3,38.7,70.3,-2.7,,,2016
2965,IUPUI,Sum,0,31,12,-4.299999999999997,97.8,102.1,0.3794,46.9,51.1,-0.7999999999999972,18.9,-0.40000000000000213,18.1,27.7,28.1,31.9,38.9,45.6,51.3,33.3,33.8,69.6,-11.0,,,2016
2966,Jackson St.,SWAC,0,34,18,-7.0,94.1,101.1,0.3056,45.7,45.5,2.8999999999999986,17.8,3.8999999999999986,20.7,32.3,28.4,30.4,48.1,45.4,44.6,30.8,31.5,68.2,-10.7,,,2016
2967,Jacksonville,ASun,0,28,12,-8.100000000000009,100.3,108.4,0.2895,49.7,53.6,1.9999999999999982,15.4,0.8999999999999986,17.4,27.0,26.1,31.4,33.5,45.0,52.7,38.9,36.6,71.3,-11.7,,,2016
2968,Jacksonville St.,OVC,0,29,7,-11.799999999999997,96.9,108.7,0.2098,46.6,52.0,2.3000000000000007,16.3,-7.100000000000001,18.6,27.0,34.1,30.9,42.6,43.2,53.0,34.5,33.3,66.0,-18.0,,,2016
2969,James Madison,CAA,0,31,20,7.299999999999997,106.0,98.7,0.6935,51.6,45.5,-1.799999999999999,17.2,2.5,15.4,29.5,27.0,37.0,37.0,50.9,47.3,35.0,28.7,67.7,-4.3,,,2016
2970,Kansas,B12,1,37,32,30.5,120.9,90.4,0.9662,55.7,45.1,0.6999999999999993,17.8,4.300000000000004,18.5,32.2,27.9,38.6,37.3,52.7,43.4,41.3,32.5,70.1,11.6,1.0,E8,2016
2971,Kansas St.,B12,1,33,17,14.700000000000003,108.5,93.8,0.8431,47.6,49.0,0.5,20.3,6.0,20.8,37.0,31.0,42.5,40.4,48.7,50.4,30.0,31.0,67.6,-1.3,,,2016
2972,Kennesaw St.,ASun,0,29,9,-7.200000000000003,100.7,107.9,0.3109,48.7,53.2,-0.5,18.5,-6.300000000000001,18.0,28.3,34.6,33.5,39.0,47.2,54.0,35.1,34.5,69.7,-13.0,,,2016
2973,Kent St.,MAC,0,31,18,-1.3999999999999915,105.4,106.8,0.4623,49.0,51.0,-0.6999999999999993,17.5,6.100000000000001,16.8,34.1,28.0,40.0,35.1,49.0,49.5,32.8,35.9,68.2,-7.0,,,2016
2974,Kentucky,SEC,1,36,27,28.10000000000001,123.2,95.1,0.9517,53.5,44.5,1.8000000000000007,16.2,5.600000000000001,18.0,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,68.2,5.0,4.0,R32,2016
2975,La Salle,A10,0,30,8,-6.099999999999994,99.2,105.3,0.3358,47.7,53.3,0.3000000000000007,18.8,-9.399999999999999,19.1,24.9,34.3,30.9,34.9,45.4,51.1,33.6,38.1,67.0,-12.6,,,2016
2976,Lafayette,Pat,0,30,6,-15.400000000000006,99.0,114.4,0.1606,50.5,52.9,-1.5,18.2,-10.599999999999998,16.7,22.3,32.9,31.6,35.1,47.9,52.5,36.5,35.7,70.5,-19.4,,,2016
2977,Lamar,Slnd,0,26,7,-17.5,95.3,112.8,0.1254,47.4,52.0,-1.1000000000000014,20.5,1.5,19.4,33.4,31.9,42.6,46.6,46.7,51.4,32.6,35.6,72.8,-15.9,,,2016
2978,Lehigh,Pat,0,31,16,-0.9000000000000057,104.1,105.0,0.4747,52.1,51.1,-0.6999999999999993,19.3,-0.1999999999999993,18.6,29.1,29.3,31.7,28.8,48.5,48.8,39.3,36.4,68.8,-9.6,,,2016
2979,Liberty,BSth,0,29,10,-12.899999999999991,97.9,110.8,0.194,53.1,53.0,-3.1999999999999993,21.3,-8.5,18.1,21.0,29.5,25.5,43.6,52.0,52.1,36.1,36.4,63.9,-14.0,,,2016
2980,Lipscomb,ASun,0,31,10,-7.599999999999994,101.5,109.1,0.3032,51.5,52.9,-0.9000000000000021,18.6,-3.3000000000000007,17.7,26.9,30.2,34.7,35.8,50.5,51.1,35.2,37.0,73.9,-16.0,,,2016
2981,LIU Brooklyn,NEC,0,31,16,-11.099999999999994,100.2,111.3,0.23,47.9,50.9,1.3000000000000007,18.4,1.1000000000000014,19.7,32.2,31.1,41.4,38.0,49.5,48.8,29.7,37.0,73.0,-12.5,,,2016
2982,Long Beach St.,BW,0,33,18,8.200000000000003,108.0,99.8,0.711,49.7,51.1,2.400000000000002,17.4,-2.900000000000002,19.8,27.7,30.6,37.6,38.7,46.4,50.3,36.7,35.0,70.9,-3.0,,,2016
2983,Longwood,BSth,0,30,7,-14.700000000000003,99.2,113.9,0.1695,50.7,54.1,-3.1999999999999993,20.5,1.5,17.3,29.6,28.1,34.3,36.4,49.8,51.6,34.9,38.2,70.0,-18.6,,,2016
2984,Louisiana Lafayette,SB,0,32,17,3.700000000000003,108.9,105.2,0.6003,48.8,49.9,-1.0,17.5,11.300000000000004,16.5,37.7,26.4,42.2,35.5,49.9,47.0,31.1,37.8,71.3,-7.5,,,2016
2985,Louisiana Monroe,SB,0,32,18,4.700000000000003,106.9,102.2,0.6266,50.6,47.5,-1.1999999999999993,18.2,-0.10000000000000142,17.0,31.5,31.6,32.2,33.0,50.0,46.6,34.5,32.7,66.6,-6.3,,,2016
2986,Louisiana Tech,CUSA,0,31,21,-0.09999999999999432,102.7,102.8,0.4979,51.3,49.2,2.1000000000000014,16.9,-0.1999999999999993,19.0,28.8,29.0,43.0,34.1,52.0,49.7,33.3,32.0,72.5,-4.3,,,2016
2987,Louisville,ACC,1,31,23,21.900000000000006,111.5,89.6,0.925,51.9,44.7,4.5,17.1,9.3,21.6,38.5,29.2,31.8,40.5,51.9,42.8,34.7,32.1,67.2,4.3,,,2016
2988,Loyola Chicago,MVC,0,31,14,0.09999999999999432,100.3,100.2,0.5024,48.3,49.6,3.3000000000000007,18.9,-8.100000000000001,22.2,22.5,30.6,32.5,36.4,45.9,48.2,35.3,34.9,65.7,-9.3,,,2016
2989,Loyola Marymount,WCC,0,30,13,-3.0999999999999943,103.5,106.6,0.4174,47.5,53.5,4.0,16.2,-2.8000000000000007,20.2,28.9,31.7,28.4,42.7,45.7,51.6,33.9,37.7,68.4,-9.0,,,2016
2990,Loyola MD,Pat,0,30,9,-10.399999999999991,100.7,111.1,0.2433,47.7,52.0,-1.8999999999999986,18.9,0.7999999999999972,17.0,31.4,30.6,38.4,40.9,48.7,50.2,30.4,37.2,68.0,-16.2,,,2016
2991,LSU,SEC,1,33,19,11.299999999999997,111.8,100.5,0.7743,51.1,51.8,2.6000000000000014,16.2,-0.09999999999999787,18.8,29.8,29.9,43.0,33.4,52.0,51.3,32.7,35.0,72.9,-1.8,,,2016
2992,Maine,AE,0,30,8,-19.099999999999994,94.5,113.6,0.1081,49.2,55.5,0.1999999999999993,20.8,-4.399999999999999,21.0,27.9,32.3,32.0,38.0,48.3,55.6,33.9,36.9,77.8,-17.4,,,2016
2993,Manhattan,MAAC,0,31,13,-7.099999999999994,98.4,105.5,0.3108,50.1,52.2,2.1000000000000014,20.5,-9.0,22.6,23.5,32.5,39.8,46.8,47.6,52.9,36.1,33.7,68.8,-12.6,,,2016
2994,Marist,MAAC,0,30,7,-15.299999999999997,100.7,116.0,0.1641,49.4,53.6,-0.40000000000000213,17.3,-7.699999999999999,16.9,24.3,32.0,35.9,36.6,48.1,51.6,34.2,38.2,68.9,-18.8,,,2016
2995,Marquette,BE,1,33,20,10.400000000000006,108.9,98.5,0.7601,52.0,48.7,-1.0,20.0,-2.599999999999998,19.0,28.1,30.7,40.5,28.0,52.4,47.2,33.9,34.3,71.3,-1.0,,,2016
2996,Marshall,CUSA,0,33,17,2.5,109.8,107.3,0.564,54.2,52.3,0.7000000000000028,16.4,-4.299999999999997,17.1,26.6,30.9,31.2,35.9,57.2,50.7,33.7,37.4,78.0,-8.7,,,2016
2997,Maryland,B10,1,35,26,18.60000000000001,114.9,96.3,0.8839,55.2,46.5,-2.5,18.9,-0.7999999999999972,16.4,29.1,29.9,37.0,27.0,55.8,45.5,36.2,32.1,67.9,4.0,5.0,S16,2016
2998,Maryland Eastern Shore,MEAC,0,31,9,-15.200000000000003,97.7,112.9,0.1604,49.2,53.0,-4.199999999999999,23.0,1.6999999999999993,18.8,31.4,29.7,37.3,49.5,49.5,53.0,32.4,35.3,68.3,-15.5,,,2016
2999,Massachusetts,A10,0,32,14,1.3999999999999915,102.1,100.7,0.5394,49.1,48.3,-0.3999999999999986,17.5,-4.5,17.1,25.9,30.4,36.5,40.2,48.8,49.0,33.0,31.3,71.6,-8.7,,,2016
3000,McNeese St.,Slnd,0,26,7,-17.5,97.0,114.5,0.1298,46.7,52.3,-1.5999999999999979,17.7,-4.899999999999999,16.1,28.1,33.0,36.2,37.7,44.9,50.8,33.2,37.3,69.3,-14.1,,,2016
3001,Memphis,Amer,0,34,19,9.5,105.9,96.4,0.7464,46.1,44.9,2.5,16.4,2.799999999999997,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,74.4,-5.6,,,2016
3002,Mercer,SC,0,32,16,-3.0,104.3,107.3,0.4198,49.4,49.3,-2.299999999999997,18.9,8.3,16.6,36.1,27.8,31.7,33.5,47.9,45.4,35.2,36.1,64.3,-10.5,,,2016
3003,Miami FL,ACC,1,35,27,22.900000000000006,119.4,96.5,0.9203,54.2,48.3,0.8999999999999986,16.5,0.6000000000000014,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,3.0,S16,2016
3004,Miami OH,MAC,0,32,12,-7.199999999999989,96.4,103.6,0.3055,45.3,51.2,2.3000000000000007,18.5,-3.3000000000000007,20.8,27.9,31.2,36.1,38.6,44.8,49.2,30.8,35.9,65.3,-13.4,,,2016
3005,Michigan,B10,1,35,22,14.0,113.4,99.4,0.82,54.5,51.4,3.3999999999999986,14.5,-1.5999999999999979,17.9,24.8,26.4,27.8,27.0,52.6,51.1,38.0,34.7,66.3,0.8,11.0,R64,2016
3006,Michigan St.,B10,1,35,29,26.5,122.5,96.0,0.9428,56.3,43.3,-3.400000000000002,17.6,12.8,14.2,37.1,24.3,30.0,34.1,51.4,41.7,43.4,31.0,67.6,7.2,2.0,R64,2016
3007,Middle Tennessee,CUSA,0,33,23,4.400000000000006,103.9,99.5,0.6224,51.7,49.4,2.299999999999997,17.1,3.0,19.4,28.7,25.7,34.9,42.4,47.8,48.0,39.2,34.7,68.5,-3.2,15.0,R32,2016
3008,Milwaukee,Horz,0,31,18,4.699999999999989,111.1,106.4,0.6222,52.8,51.4,-0.20000000000000107,15.8,1.5,15.6,27.1,25.6,38.3,29.6,51.9,48.7,35.9,38.3,67.1,-6.7,,,2016
3009,Minnesota,B10,1,31,8,-3.3000000000000114,99.6,102.9,0.4079,45.9,51.7,1.3000000000000007,16.5,-2.6999999999999993,17.8,26.5,29.2,37.1,34.2,45.6,48.7,31.0,38.2,69.4,-12.8,,,2016
3010,Mississippi,SEC,1,32,20,10.400000000000006,111.0,100.6,0.7556,48.1,49.7,3.0,17.1,3.5,20.1,34.6,31.1,41.3,40.7,46.5,47.4,33.8,35.5,69.4,-1.4,,,2016
3011,Mississippi St.,SEC,1,31,14,9.600000000000009,108.7,99.1,0.7448,51.7,48.9,0.5,18.0,-3.1999999999999993,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,,,2016
3012,Mississippi Valley St.,SWAC,0,35,8,-20.799999999999997,90.2,111.0,0.0844,43.0,51.0,0.8999999999999986,18.5,-7.5,19.4,27.1,34.6,31.3,35.2,42.0,54.5,30.3,30.3,72.2,-21.6,,,2016
3013,Missouri,SEC,1,31,10,0.30000000000001137,102.9,102.6,0.5088,47.2,49.0,-2.0,18.0,-3.0,16.0,26.8,29.8,39.6,40.8,47.6,48.0,31.0,33.6,68.9,-9.5,,,2016
3014,Missouri St.,MVC,0,31,12,-4.700000000000003,100.1,104.8,0.3708,46.1,51.5,-1.0,18.6,-0.10000000000000142,17.6,28.0,28.1,39.3,34.1,45.3,49.1,32.0,37.2,69.8,-10.6,,,2016
3015,Monmouth,MAAC,0,36,28,7.6000000000000085,105.7,98.1,0.7016,49.9,46.1,3.6000000000000014,16.5,-2.099999999999998,20.1,28.6,30.7,38.4,37.2,47.2,45.3,36.6,31.4,73.6,-0.2,,,2016
3016,Montana,BSky,0,30,18,1.2999999999999972,105.5,104.2,0.5345,53.4,49.5,0.3999999999999986,18.3,3.5,18.7,28.4,24.9,36.8,45.3,51.8,49.5,37.3,33.0,66.1,-5.7,,,2016
3017,Montana St.,BSky,0,30,13,-5.199999999999989,106.4,111.6,0.3654,50.8,53.9,-0.40000000000000213,17.3,5.5,16.9,33.0,27.5,30.7,46.3,47.2,53.4,37.2,36.5,69.3,-12.3,,,2016
3018,Morehead St.,OVC,0,35,21,1.7999999999999972,105.0,103.2,0.5514,48.0,50.6,2.799999999999997,18.6,9.600000000000001,21.4,38.6,29.0,35.3,53.7,45.8,49.0,36.2,35.7,66.3,-6.4,,,2016
3019,Morgan St.,MEAC,0,30,8,-13.199999999999989,93.9,107.1,0.1804,44.0,50.7,4.100000000000001,16.7,-3.5,20.8,30.4,33.9,35.8,38.5,43.6,52.5,30.1,31.2,70.0,-17.4,,,2016
3020,Mount St. Mary's,NEC,0,33,14,-8.800000000000011,92.1,100.9,0.2579,45.8,50.2,7.400000000000002,17.2,-8.400000000000002,24.6,25.3,33.7,30.6,40.4,44.8,50.1,31.7,33.7,69.8,-13.9,,,2016
3021,Murray St.,OVC,0,29,15,1.7000000000000028,106.8,105.1,0.5455,51.6,52.2,1.3999999999999986,17.8,2.5,19.2,28.7,26.2,34.1,40.8,50.1,51.1,36.1,36.1,65.3,-9.0,,,2016
3022,Navy,Pat,0,32,18,-3.4000000000000057,98.8,102.2,0.4044,49.5,48.9,0.40000000000000213,19.9,5.400000000000002,20.3,32.6,27.2,42.8,39.4,50.8,45.9,30.5,35.4,65.7,-10.0,,,2016
3023,Nebraska,B10,1,34,16,8.299999999999997,109.0,100.7,0.7133,50.3,50.1,2.3000000000000007,17.4,3.6999999999999993,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,68.2,-5.5,,,2016
3024,Nebraska Omaha,Sum,0,30,16,0.29999999999999716,108.1,107.8,0.5084,51.9,53.1,3.6999999999999993,16.6,-3.5,20.3,28.1,31.6,42.6,38.5,52.6,52.7,33.6,35.9,77.2,-7.6,,,2016
3025,Nevada,MWC,0,36,22,3.0999999999999943,100.8,97.7,0.5864,45.5,46.1,-0.3000000000000007,17.6,0.3999999999999986,17.3,30.7,30.3,43.2,39.6,46.3,44.9,29.1,32.3,72.2,-5.1,,,2016
3026,New Hampshire,AE,0,31,18,-5.799999999999997,98.7,104.5,0.3402,46.7,50.2,-1.700000000000001,16.8,7.800000000000001,15.1,29.5,21.7,36.6,34.5,45.0,48.6,33.2,35.3,68.1,-7.6,,,2016
3027,New Mexico,MWC,0,32,17,6.900000000000006,108.2,101.3,0.6809,52.0,48.5,-4.0,21.0,1.8999999999999986,17.0,30.5,28.6,43.9,37.1,51.0,48.4,36.3,32.5,71.8,-6.8,,,2016
3028,New Mexico St.,WAC,0,32,21,5.3999999999999915,101.3,95.9,0.6525,50.2,44.8,-4.0,20.2,10.899999999999999,16.2,36.0,25.1,36.9,28.4,50.7,42.3,32.5,33.5,66.4,-4.1,,,2016
3029,New Orleans,Slnd,0,27,7,-16.5,95.3,111.8,0.1371,45.1,52.9,1.6999999999999993,19.7,1.2999999999999972,21.4,34.8,33.5,43.2,43.0,43.8,51.5,32.5,37.0,72.7,-16.5,,,2016
3030,Niagara,MAAC,0,32,7,-14.5,92.8,107.3,0.1578,44.9,49.0,-4.200000000000003,21.1,1.4999999999999964,16.9,32.8,31.3,34.0,35.5,46.2,46.4,28.2,35.7,66.8,-19.4,,,2016
3031,Nicholls St.,Slnd,0,31,8,-16.0,91.2,107.2,0.1355,47.1,50.8,-3.8000000000000007,22.0,-9.5,18.2,25.0,34.5,40.4,39.7,47.7,49.3,30.9,35.9,69.8,-16.7,,,2016
3032,NJIT,ASun,0,34,19,-3.8999999999999915,100.7,104.6,0.3919,51.8,51.3,1.0,18.2,-4.300000000000001,19.2,26.8,31.1,33.7,35.7,51.1,50.6,35.1,34.9,69.9,-8.8,,,2016
3033,Norfolk St.,MEAC,0,32,15,-8.599999999999994,103.4,112.0,0.2859,48.7,50.2,1.4000000000000021,17.7,-2.0999999999999943,19.1,32.2,34.3,41.5,41.9,46.7,46.1,34.7,38.0,68.4,-11.0,,,2016
3034,North Carolina,ACC,1,40,33,28.39999999999999,123.3,94.9,0.9531,52.6,48.1,2.799999999999999,15.4,10.700000000000003,18.2,40.7,30.0,32.3,30.4,53.9,44.6,32.7,36.2,71.7,8.6,1.0,2ND,2016
3035,North Carolina A&T,MEAC,0,31,10,-19.200000000000003,95.1,114.3,0.1082,45.8,51.3,-1.3000000000000007,19.5,-1.6999999999999993,18.2,29.8,31.5,37.0,48.5,44.8,51.7,31.8,33.8,68.7,-16.8,,,2016
3036,North Carolina Central,MEAC,0,29,10,-13.799999999999997,97.5,111.3,0.179,47.7,50.0,-1.8999999999999986,20.4,2.799999999999997,18.5,33.9,31.1,38.7,37.9,46.3,49.3,33.9,34.0,66.6,-15.6,,,2016
3037,North Carolina St.,ACC,1,33,16,10.699999999999989,113.6,102.9,0.7561,48.5,50.6,-1.1000000000000014,16.1,5.899999999999999,15.0,36.3,30.4,38.9,29.7,46.9,47.5,34.8,37.4,68.5,-4.0,,,2016
3038,North Dakota,BSky,0,30,14,-2.0,99.4,101.4,0.4438,50.6,51.2,1.5,18.1,-2.099999999999998,19.6,23.8,25.9,39.3,38.6,48.7,51.0,36.7,34.4,72.4,-10.5,,,2016
3039,North Dakota St.,Sum,0,31,18,0.29999999999999716,100.1,99.8,0.5098,49.9,47.7,0.6999999999999993,16.2,-0.5999999999999979,16.9,25.6,26.2,33.9,31.8,49.1,47.2,34.1,32.4,65.4,-7.2,,,2016
3040,North Florida,ASun,0,31,19,0.4000000000000057,113.5,113.1,0.5103,57.9,51.8,-0.9000000000000004,15.3,-9.299999999999997,14.4,24.1,33.4,28.7,27.1,54.7,51.8,40.9,34.6,71.3,-5.1,,,2016
3041,North Texas,CUSA,0,30,10,-10.900000000000006,100.5,111.4,0.2333,49.3,53.3,-2.3000000000000007,19.5,-0.8999999999999986,17.2,30.3,31.2,44.1,42.5,49.8,52.7,32.2,36.2,70.7,-14.7,,,2016
3042,Northeastern,CAA,0,32,17,3.9000000000000057,106.2,102.3,0.6055,51.7,51.7,-1.0,18.2,-2.900000000000002,17.2,25.9,28.8,38.7,27.9,48.5,52.0,37.2,33.9,66.2,-7.0,,,2016
3043,Northern Arizona,BSky,0,28,3,-20.30000000000001,92.6,112.9,0.0926,45.2,56.2,-0.6000000000000014,18.1,-7.300000000000001,17.5,22.3,29.6,36.1,34.3,42.3,53.9,33.4,39.9,71.2,-18.8,,,2016
3044,Northern Colorado,BSky,0,29,8,-16.299999999999997,101.0,117.3,0.1513,50.7,55.9,-2.1999999999999993,19.9,-0.6000000000000014,17.7,29.2,29.8,43.4,48.4,48.8,54.4,36.4,38.8,69.6,-16.0,,,2016
3045,Northern Illinois,MAC,0,30,17,-0.29999999999999716,100.5,100.8,0.4918,47.8,49.0,1.3999999999999986,18.5,4.400000000000002,19.9,32.1,27.7,41.7,41.3,44.8,46.4,35.6,35.2,68.6,-6.7,,,2016
3046,Northern Iowa,MVC,0,35,22,13.0,109.7,96.7,0.8109,53.2,48.7,3.3000000000000007,15.2,-9.7,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,11.0,R32,2016
3047,Northern Kentucky,Horz,0,28,7,-8.399999999999991,99.4,107.8,0.2828,50.3,50.2,-3.599999999999998,19.7,-2.8999999999999986,16.1,26.5,29.4,31.2,42.6,48.6,47.9,35.3,36.8,68.2,-14.0,,,2016
3048,Northwestern,B10,1,32,20,10.599999999999994,109.8,99.2,0.7618,52.5,46.5,0.5999999999999979,15.8,2.1999999999999993,16.4,30.5,28.3,28.4,35.0,51.6,43.4,35.8,34.5,64.5,-2.0,,,2016
3049,Northwestern St.,Slnd,0,24,5,-17.400000000000006,100.8,118.2,0.1378,50.2,55.1,-0.8999999999999986,19.5,-11.3,18.6,27.3,38.6,35.2,36.1,49.5,54.8,34.3,37.1,74.2,-14.4,,,2016
3050,Notre Dame,ACC,1,36,24,15.0,118.3,103.3,0.8269,54.0,49.5,-0.5,15.3,0.6000000000000014,14.8,32.7,32.1,32.9,26.0,52.9,46.5,37.4,36.9,65.5,2.3,6.0,E8,2016
3051,Oakland,Horz,0,35,23,8.399999999999991,114.6,106.2,0.7053,53.1,49.6,1.3000000000000007,15.2,1.6999999999999993,16.5,31.2,29.5,41.8,32.1,49.3,48.1,39.8,34.9,74.5,-3.4,,,2016
3052,Ohio,MAC,0,34,22,3.5999999999999943,110.1,106.5,0.5952,54.2,49.6,-2.3999999999999986,16.9,-0.9000000000000021,14.5,24.9,25.8,37.4,33.5,52.3,47.1,38.2,36.4,70.7,-5.3,,,2016
3053,Ohio St.,B10,1,35,21,8.899999999999991,105.6,96.7,0.735,49.4,46.6,-1.6999999999999993,18.8,1.0999999999999979,17.1,30.2,29.1,36.0,30.4,49.0,44.5,33.4,33.4,68.5,-1.1,,,2016
3054,Oklahoma,B12,1,37,29,24.10000000000001,118.2,94.1,0.9326,54.3,47.2,-0.6000000000000014,18.3,0.6999999999999993,17.7,31.2,30.5,33.0,28.3,48.2,45.3,42.2,33.7,70.8,8.0,2.0,F4,2016
3055,Oklahoma St.,B12,1,32,10,8.700000000000003,105.7,97.0,0.7298,48.3,47.1,-1.6000000000000014,19.1,-3.4999999999999964,17.5,28.8,32.3,38.3,40.9,47.8,44.7,32.8,34.2,65.1,-6.7,,,2016
3056,Old Dominion,CUSA,0,38,25,7.599999999999994,105.5,97.9,0.7012,47.9,45.5,2.799999999999999,14.4,9.5,17.2,36.6,27.1,31.0,35.8,48.7,44.4,30.1,31.5,62.2,-6.5,,,2016
3057,Oral Roberts,Sum,0,29,12,-0.5999999999999943,106.4,107.0,0.485,50.5,52.1,-1.4000000000000004,17.3,-1.8999999999999986,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,,,2016
3058,Oregon,P12,1,37,30,22.200000000000003,118.4,96.2,0.9163,52.3,48.9,4.099999999999998,16.1,3.6000000000000014,20.2,34.1,30.5,40.3,32.0,52.6,46.1,34.4,36.2,69.0,6.7,1.0,E8,2016
3059,Oregon St.,P12,1,31,18,11.800000000000011,109.9,98.1,0.788,49.8,49.5,2.8999999999999986,16.6,-3.200000000000003,19.5,29.0,32.2,36.8,39.3,46.9,50.0,37.4,32.4,68.0,0.3,7.0,R64,2016
3060,Pacific,WCC,0,26,6,-3.8999999999999915,99.9,103.8,0.3924,49.0,50.1,-3.3000000000000007,19.8,-1.1000000000000014,16.5,28.5,29.6,38.4,49.3,49.3,47.2,32.2,36.6,67.6,-12.7,,,2016
3061,Penn,Ivy,0,27,10,-8.699999999999989,98.4,107.1,0.273,49.0,49.8,-2.6999999999999993,19.4,-2.6000000000000014,16.7,27.9,30.5,31.9,33.5,51.3,48.7,30.4,34.8,68.6,-10.9,,,2016
3062,Penn St.,B10,1,32,16,1.5999999999999943,101.3,99.7,0.5465,46.6,48.8,0.7000000000000028,16.9,-0.6999999999999993,17.6,28.7,29.4,34.5,42.5,45.9,45.5,31.7,36.6,67.0,-4.8,,,2016
3063,Pepperdine,WCC,0,31,17,2.8999999999999915,105.6,102.7,0.5793,49.0,49.8,0.10000000000000142,16.0,0.5,16.1,30.3,29.8,41.1,31.4,48.3,50.2,34.0,32.6,68.4,-5.0,,,2016
3064,Pittsburgh,ACC,1,32,20,17.0,113.9,96.9,0.8659,51.1,50.0,-0.6000000000000014,17.5,9.399999999999999,16.9,36.9,27.5,36.1,32.4,50.4,48.4,35.0,35.4,66.3,1.8,10.0,R64,2016
3065,Portland,WCC,0,31,11,-1.6000000000000085,107.6,109.2,0.4588,49.9,52.4,1.5999999999999979,16.8,-3.5000000000000036,18.4,30.7,34.2,31.4,41.4,47.0,49.4,36.3,38.5,72.8,-12.3,,,2016
3066,Portland St.,BSky,0,29,11,-7.5,102.0,109.5,0.307,51.2,53.3,1.7000000000000028,17.4,-2.0,19.1,28.7,30.7,33.9,32.8,52.7,51.4,31.5,38.3,72.8,-13.9,,,2016
3067,Prairie View A&M,SWAC,0,31,7,-18.799999999999997,88.3,107.1,0.0987,41.8,50.7,1.5999999999999979,21.8,-5.599999999999998,23.4,30.7,36.3,36.4,47.4,42.1,53.0,27.3,30.6,69.7,-18.3,,,2016
3068,Presbyterian,BSth,0,28,8,-17.099999999999994,93.0,110.1,0.1254,47.3,52.5,-2.0,21.0,-5.399999999999999,19.0,26.0,31.4,34.8,38.8,47.7,53.3,30.8,34.2,68.4,-15.8,,,2016
3069,Princeton,Ivy,0,28,21,12.299999999999997,112.2,99.9,0.791,54.2,49.2,2.0,16.2,1.6999999999999993,18.2,28.0,26.3,33.9,31.1,52.0,47.6,38.1,35.4,69.5,-0.1,,,2016
3070,Providence,BE,1,35,24,13.299999999999997,108.7,95.4,0.8193,48.0,49.3,4.5,16.1,0.09999999999999787,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,9.0,R32,2016
3071,Purdue,B10,1,35,26,23.799999999999997,117.2,93.4,0.9316,53.6,44.3,-4.0,17.7,11.600000000000001,13.7,35.0,23.4,35.4,28.1,52.8,42.9,36.7,31.4,68.9,4.4,5.0,R64,2016
3072,Quinnipiac,MAAC,0,30,9,-10.799999999999997,91.5,102.3,0.2167,42.8,46.5,-4.300000000000001,21.7,9.099999999999998,17.4,38.4,29.3,28.0,40.1,38.3,46.5,34.1,31.0,69.6,-16.7,,,2016
3073,Radford,BSth,0,29,14,-7.0,102.0,109.0,0.3182,50.2,51.3,-2.3000000000000007,19.3,4.299999999999997,17.0,34.4,30.1,29.0,34.3,49.5,51.6,34.4,33.8,66.8,-10.0,,,2016
3074,Rhode Island,A10,0,32,17,9.299999999999997,107.6,98.3,0.7403,50.4,47.6,1.3000000000000007,17.5,4.300000000000001,18.8,30.6,26.3,37.6,39.6,48.3,46.6,36.5,33.3,65.7,-5.9,,,2016
3075,Rice,CUSA,0,30,10,-10.899999999999991,104.7,115.6,0.2413,51.2,56.2,0.5,17.9,-5.5000000000000036,18.4,26.7,32.2,41.5,36.7,53.4,52.7,31.9,41.8,70.7,-14.8,,,2016
3076,Richmond,A10,0,32,16,8.599999999999994,112.6,104.0,0.7136,54.7,50.9,3.5,14.7,-8.5,18.2,23.2,31.7,35.2,36.1,55.4,49.4,35.6,36.0,69.2,-5.5,,,2016
3077,Rider,MAAC,0,33,13,-5.5,98.1,103.6,0.347,48.3,47.8,-1.0,19.2,-0.7999999999999972,18.2,28.6,29.4,35.4,32.4,48.9,45.7,31.5,34.0,65.3,-14.1,,,2016
3078,Robert Morris,NEC,0,32,10,-14.5,90.4,104.9,0.1545,46.6,49.4,1.6000000000000014,20.4,-8.600000000000001,22.0,26.1,34.7,35.5,32.9,49.6,48.9,27.6,33.5,69.1,-17.3,,,2016
