,TEAM,CONF,Power Conference,G,W,ADJEM,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOM,TOR,RBM,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POSTSEASON,Year
1236,Southeastern Louisiana,Slnd,0,26,8,-20.299999999999997,91.3,111.6,0.0904,45.4,55.3,0.1999999999999993,21.8,1.0,22.0,30.8,29.8,41.0,37.9,46.5,56.3,29.2,35.9,69.1,-14.4,,,2021
1237,Lafayette,Pat,0,15,9,-7.400000000000006,103.5,110.9,0.3116,50.6,50.9,1.0,15.0,-4.800000000000001,16.0,23.7,28.5,30.3,33.7,48.4,51.4,36.0,33.2,68.9,-4.8,,,2021
1238,Duquesne,A10,0,18,9,5.799999999999997,102.1,96.3,0.6631,47.6,47.3,0.10000000000000142,19.5,0.8999999999999986,19.6,31.0,30.1,31.6,35.5,49.3,50.3,29.9,28.4,68.9,-4.1,,,2021
1239,LIU Brooklyn,NEC,0,18,9,-7.5,95.3,102.8,0.2959,47.3,49.9,1.5999999999999979,19.3,4.399999999999999,20.9,32.9,28.5,31.2,28.4,50.1,50.9,28.7,32.0,73.5,-7.5,,,2021
1240,Merrimack,NEC,0,18,9,-8.5,92.8,101.3,0.2665,51.4,48.0,1.9000000000000021,19.9,-10.8,21.8,20.8,31.6,31.0,33.0,54.1,46.1,31.7,34.4,66.2,-7.6,,,2021
1241,Sacred Heart,NEC,0,18,9,-12.099999999999994,99.9,112.0,0.213,48.0,50.7,-3.3999999999999986,18.7,-2.1999999999999993,15.3,29.6,31.8,33.6,27.6,47.1,51.3,32.9,32.9,66.5,-7.0,,,2021
1242,Pacific,WCC,0,17,9,4.5,102.5,98.0,0.6266,47.9,51.6,1.6999999999999993,16.5,3.8999999999999986,18.2,27.5,23.6,26.9,33.2,49.1,50.8,29.8,35.1,66.6,-3.1,,,2021
1243,College of Charleston,CAA,0,17,9,-5.5,102.4,107.9,0.3537,51.6,52.0,1.3999999999999986,16.3,-1.8000000000000007,17.7,24.2,26.0,27.1,33.5,47.8,50.1,38.2,36.6,64.0,-7.4,,,2021
1244,St. Francis NY,NEC,0,19,9,-12.100000000000009,101.1,113.2,0.2145,49.5,52.7,3.599999999999998,16.3,-0.10000000000000142,19.9,30.2,30.3,30.7,39.1,49.4,50.4,33.1,38.1,72.5,-8.7,,,2021
1245,UT Rio Grande Valley,WAC,0,15,9,-11.099999999999994,90.4,101.5,0.2095,43.0,48.1,5.100000000000001,19.0,-4.100000000000001,24.1,30.0,34.1,37.7,43.5,44.7,48.5,26.7,31.6,70.5,-7.8,,,2021
1246,Niagara,MAAC,0,20,9,-7.799999999999997,98.8,106.6,0.2936,46.6,49.5,4.900000000000002,15.2,-5.099999999999998,20.1,23.3,28.4,34.6,32.5,46.4,48.5,31.3,33.9,65.0,-8.8,,,2021
1247,South Florida,Amer,0,21,9,-1.1999999999999886,100.4,101.6,0.466,45.1,51.7,-3.0,20.8,7.299999999999997,17.8,33.8,26.5,34.5,33.5,43.3,51.5,32.4,34.6,67.2,-6.0,,,2021
1248,Portland St.,BSky,0,18,9,-7.5,92.4,99.9,0.2885,44.4,50.8,2.6999999999999993,20.0,6.899999999999999,22.7,30.5,23.6,34.6,46.7,44.8,49.1,29.2,36.1,69.3,-10.9,,,2021
1249,Cal St. Northridge,BW,0,21,9,-11.900000000000006,99.8,111.7,0.2146,48.4,54.3,2.0,16.7,-4.599999999999998,18.7,24.3,28.9,31.7,32.4,47.2,54.2,33.5,36.4,70.5,-9.9,,,2021
1250,Illinois Chicago,Horz,0,22,9,-12.0,92.7,104.7,0.1993,49.7,48.0,-4.699999999999999,18.9,-3.900000000000002,14.2,23.7,27.6,22.8,33.8,50.2,49.1,32.7,30.1,68.6,-10.3,,,2021
1251,Quinnipiac,MAAC,0,22,9,-7.699999999999989,91.9,99.6,0.285,46.9,44.2,-2.1999999999999993,19.4,-6.600000000000001,17.2,21.2,27.8,35.4,32.7,45.7,43.7,32.4,30.1,71.7,-11.2,,,2021
1252,Coppin St.,MEAC,0,22,9,-8.599999999999994,91.9,100.5,0.2623,48.6,47.9,0.3999999999999986,20.0,-14.0,20.4,18.5,32.5,43.8,27.0,51.6,49.1,30.3,30.8,77.1,-9.2,,,2021
1253,Stony Brook,AE,0,22,9,-6.400000000000006,94.3,100.7,0.3178,46.0,48.3,-1.3000000000000007,20.1,3.1999999999999993,18.8,30.3,27.1,33.0,29.6,47.3,46.6,29.2,33.9,66.9,-11.2,,,2021
1254,Northwestern,B10,1,23,9,9.700000000000003,103.8,94.1,0.7576,50.3,50.2,0.6999999999999993,17.2,-5.900000000000002,17.9,19.9,25.8,26.8,33.7,49.1,50.5,34.6,33.2,68.6,-2.9,,,2021
1255,High Point,BSth,0,24,9,-10.100000000000009,96.3,106.4,0.2417,45.8,52.4,1.5,18.6,3.8000000000000007,20.1,32.0,28.2,38.3,34.1,46.7,51.7,29.0,35.4,66.4,-11.9,,,2021
1256,Fairleigh Dickinson,NEC,0,24,9,-9.300000000000011,101.6,110.9,0.2684,51.9,53.0,-0.1999999999999993,19.5,-4.5000000000000036,19.3,28.7,33.2,31.1,33.9,49.4,54.8,37.5,33.5,71.0,-12.0,,,2021
1257,Kentucky,SEC,1,25,9,15.200000000000003,108.5,93.3,0.8504,47.1,46.7,-1.9000000000000021,19.8,2.1000000000000014,17.9,32.6,30.5,34.5,29.7,45.5,46.6,33.7,31.2,68.3,-3.9,,,2021
1258,La Salle,A10,0,24,9,-3.3999999999999915,101.9,105.3,0.4058,50.1,52.1,-1.3000000000000007,20.7,-2.200000000000003,19.4,26.9,29.1,24.3,36.1,49.9,53.8,33.6,32.9,68.8,-8.7,,,2021
1259,Charlotte,CUSA,0,24,9,-7.799999999999997,95.9,103.7,0.2893,49.2,50.9,-1.7000000000000028,20.1,-3.099999999999998,18.4,21.6,24.7,37.2,23.4,49.3,52.9,32.7,31.8,62.9,-11.6,,,2021
1260,Evansville,MVC,0,25,9,-4.900000000000006,105.1,110.0,0.3732,53.2,57.4,1.1000000000000014,17.2,-5.0,18.3,19.1,24.1,25.4,34.3,50.0,55.7,37.7,41.0,62.3,-10.4,,,2021
1261,Vanderbilt,SEC,1,25,9,8.5,108.6,100.1,0.7185,51.2,52.1,0.0,19.8,-0.3999999999999986,19.8,28.1,28.5,32.9,33.7,50.2,52.9,34.9,33.8,68.5,-5.8,,,2021
1262,FIU,CUSA,0,22,9,-11.400000000000006,96.5,107.9,0.2165,50.5,53.9,0.6000000000000014,20.9,-7.800000000000001,21.5,25.8,33.6,24.0,34.7,51.9,53.2,32.7,36.9,70.6,-13.7,,,2021
1263,SIU Edwardsville,OVC,0,25,9,-14.5,93.0,107.5,0.1602,49.2,52.6,-3.1999999999999993,22.8,-5.100000000000001,19.6,26.7,31.8,33.2,33.7,50.5,53.4,31.2,34.2,68.4,-13.0,,,2021
1264,North Dakota,Sum,0,26,9,-11.600000000000009,97.1,108.7,0.2146,49.4,53.2,-1.8000000000000007,18.7,-3.1000000000000014,16.9,23.5,26.6,34.6,30.4,48.7,51.1,33.7,38.4,67.5,-13.0,,,2021
1265,Eastern Illinois,OVC,0,27,9,-13.700000000000003,94.8,108.5,0.1754,49.3,51.9,-1.3000000000000007,20.0,-0.8000000000000007,18.7,28.8,29.6,25.7,31.0,49.7,50.3,32.4,36.3,69.1,-13.8,,,2021
1266,Kansas St.,B12,1,28,9,0.7000000000000028,97.8,97.1,0.521,47.2,53.0,-2.6000000000000014,22.3,2.0,19.7,29.9,27.9,27.9,32.2,48.7,52.0,30.0,36.3,65.8,-8.2,,,2021
1267,California,P12,1,28,9,1.7999999999999972,102.7,100.9,0.5498,49.4,53.0,-1.6999999999999993,19.3,-0.8000000000000007,17.6,24.3,25.1,34.0,34.0,49.5,51.1,32.9,37.9,65.1,-9.7,,,2021
1268,Vermont,AE,0,15,10,2.700000000000003,105.3,102.6,0.5753,53.3,47.0,0.8999999999999986,18.1,3.400000000000002,19.0,26.6,23.2,33.0,33.5,54.4,47.1,34.4,31.2,66.4,-3.8,,,2021
1269,Florida Gulf Coast,ASun,0,16,10,-12.0,92.1,104.1,0.1978,47.7,48.7,-1.5,20.3,-1.0,18.8,28.6,29.6,24.0,26.7,51.0,49.5,28.9,31.5,71.0,-6.6,,,2021
1270,UC Davis,BW,0,17,10,-6.099999999999994,96.5,102.6,0.3322,48.2,53.0,3.0,20.4,-0.7000000000000028,23.4,26.9,27.6,36.4,40.6,48.3,52.6,31.9,35.8,69.5,-5.9,,,2021
1271,New Hampshire,AE,0,18,10,-10.900000000000006,95.8,106.7,0.2246,45.3,49.5,1.5999999999999979,16.3,5.300000000000001,17.9,27.3,22.0,32.8,39.2,44.0,48.6,31.8,34.1,66.4,-7.6,,,2021
1272,Northeastern,CAA,0,19,10,0.0,98.1,98.1,0.4999,51.6,48.3,-2.3000000000000007,19.5,-6.100000000000001,17.2,20.2,26.3,26.0,29.3,50.4,48.3,35.4,32.3,67.3,-4.4,,,2021
1273,Elon,CAA,0,18,10,-2.700000000000003,97.3,100.0,0.4223,48.3,49.6,0.3999999999999986,17.5,1.9000000000000021,17.9,24.6,22.7,23.2,39.5,47.3,50.4,33.1,32.4,66.2,-6.4,,,2021
1274,UNC Asheville,BSth,0,20,10,-7.6000000000000085,99.6,107.2,0.2985,54.6,49.7,-1.5,21.2,-6.400000000000002,19.7,26.8,33.2,30.2,32.3,55.2,50.2,35.8,32.4,68.9,-7.5,,,2021
1275,Tarleton St.,WAC,0,15,10,-4.5,98.9,103.4,0.376,48.6,52.1,5.0,18.4,-12.399999999999999,23.4,19.3,31.7,38.1,45.5,45.6,50.0,37.4,36.3,64.6,-7.6,,,2021
1276,Pittsburgh,ACC,1,22,10,7.900000000000006,107.9,100.0,0.7062,48.8,50.0,-0.8000000000000007,18.3,8.5,17.5,34.5,26.0,36.9,33.3,47.8,51.1,33.9,32.3,68.7,-4.0,,,2021
1277,Milwaukee,Horz,0,22,10,-6.6000000000000085,101.3,107.9,0.3248,49.5,52.6,3.3000000000000007,15.3,-2.5,18.6,24.3,26.8,33.2,35.0,49.7,49.9,32.9,37.9,69.6,-8.8,,,2021
1278,Tulane,Amer,0,23,10,1.2999999999999972,98.7,97.4,0.5353,44.2,49.7,5.5,16.6,-7.700000000000003,22.1,22.9,30.6,36.6,30.0,44.0,46.7,29.8,35.8,67.3,-5.9,,,2021
1279,Ball St.,MAC,0,23,10,1.6000000000000085,102.7,101.1,0.5433,51.3,48.9,-2.5,19.7,-2.6999999999999993,17.2,27.8,30.5,28.7,35.7,51.4,50.4,34.2,31.0,70.8,-7.5,,,2021
1280,McNeese St.,Slnd,0,18,10,-18.5,95.8,114.3,0.1166,53.1,54.7,-5.300000000000001,23.0,-1.1000000000000014,17.7,27.0,28.1,30.7,30.7,51.7,52.5,37.2,39.0,68.4,-12.6,,,2021
1281,Rhode Island,A10,0,25,10,5.300000000000011,103.4,98.1,0.6483,49.2,47.9,-2.1999999999999993,19.7,3.3000000000000007,17.5,30.0,26.7,38.9,33.5,50.3,46.8,31.2,33.0,69.4,-6.8,,,2021
1282,Butler,BE,1,25,10,4.3999999999999915,102.3,97.9,0.6237,47.5,53.0,1.3000000000000007,17.3,0.8000000000000007,18.6,26.0,25.2,29.4,28.5,46.8,53.4,32.3,35.0,64.6,-3.6,,,2021
1283,Northern Iowa,MVC,0,23,10,-1.0,102.0,103.0,0.4725,50.0,52.9,-2.3000000000000007,19.1,4.5,16.8,26.4,21.9,26.5,27.7,51.1,54.2,32.2,34.1,69.2,-9.0,,,2021
1284,New Orleans,Slnd,0,24,10,-10.400000000000006,97.3,107.7,0.2379,52.3,51.4,-1.1000000000000014,22.3,-2.6999999999999993,21.2,29.3,32.0,33.1,38.4,52.8,52.6,33.9,32.5,72.5,-12.6,,,2021
1285,Miami FL,ACC,1,27,10,3.0,102.0,99.0,0.5851,47.4,52.6,-0.5,18.5,0.9000000000000021,18.0,27.1,26.2,32.8,19.8,49.0,49.6,29.5,37.9,67.9,-6.5,,,2021
1286,Fairfield,MAAC,0,27,10,-10.599999999999994,95.9,106.5,0.2308,45.4,49.1,-3.3000000000000007,19.6,1.5,16.3,28.1,26.6,34.1,30.7,44.4,49.3,31.5,32.6,64.7,-14.2,,,2021
1287,Valparaiso,MVC,0,26,10,-3.4000000000000057,96.0,99.4,0.4012,47.2,50.3,-0.1999999999999993,18.0,-5.400000000000002,17.8,20.9,26.3,26.1,28.8,48.9,50.2,29.7,33.6,67.1,-11.6,,,2021
1288,Lamar,Slnd,0,28,10,-12.400000000000006,93.5,105.9,0.1943,46.0,52.3,-0.10000000000000142,20.1,-2.3000000000000007,20.0,26.4,28.7,30.8,27.4,45.7,49.1,31.2,38.7,68.1,-13.9,,,2021
1289,SMU,Amer,0,16,11,12.700000000000003,107.9,95.2,0.8086,51.4,46.3,0.09999999999999787,20.1,1.3999999999999986,20.2,30.5,29.1,31.3,35.4,51.8,43.4,33.9,34.1,69.5,0.2,,,2021
1290,Hawaii,BW,0,19,11,-3.799999999999997,100.7,104.5,0.3959,50.6,50.1,-3.1000000000000014,19.8,3.5,16.7,29.1,25.6,30.3,27.7,48.6,49.8,35.7,33.8,66.7,-7.3,,,2021
1291,North Carolina A&T,MEAC,0,19,11,-12.299999999999997,92.7,105.0,0.1921,45.4,52.0,5.399999999999999,18.6,-8.199999999999996,24.0,27.6,35.8,35.8,31.2,45.4,50.5,30.4,36.3,71.7,-7.0,,,2021
1292,Northern Colorado,BSky,0,19,11,-6.6000000000000085,98.6,105.2,0.3229,51.3,49.2,-4.499999999999998,20.4,0.3000000000000007,15.9,24.6,24.3,32.3,34.8,47.4,49.8,37.6,31.3,68.1,-8.1,,,2021
1293,Utah Valley,WAC,0,20,11,-3.299999999999997,100.8,104.1,0.4092,51.4,48.7,-6.399999999999999,21.2,7.699999999999999,14.8,31.7,24.0,43.5,34.6,51.2,47.2,34.7,34.4,70.3,-7.0,,,2021
1294,UMass Lowell,AE,0,23,11,-7.3999999999999915,98.7,106.1,0.302,51.2,48.4,-4.699999999999999,21.0,0.3999999999999986,16.3,27.0,26.6,37.2,39.5,50.8,48.9,34.6,31.6,69.5,-8.6,,,2021
1295,UCF,Amer,0,23,11,7.400000000000006,105.9,98.5,0.6957,50.1,49.3,-2.1000000000000014,21.6,-3.3000000000000007,19.5,28.2,31.5,30.7,33.6,47.9,49.4,35.5,32.7,66.9,-3.1,,,2021
1296,Tulsa,Amer,0,21,11,2.700000000000003,101.2,98.5,0.5769,49.0,48.5,1.6999999999999993,20.0,-5.600000000000001,21.7,26.5,32.1,33.1,35.1,51.6,46.6,30.0,34.1,65.9,-5.3,,,2021
1297,Jacksonville,ASun,0,22,11,-13.5,91.8,105.3,0.171,48.8,51.4,0.5999999999999979,20.1,-5.400000000000002,20.7,24.9,30.3,34.3,27.9,49.9,52.0,31.4,33.7,68.1,-10.4,,,2021
1298,Arkansas St.,SB,0,21,11,-5.900000000000006,100.0,105.9,0.3391,48.0,49.6,-1.8999999999999986,19.4,2.8000000000000007,17.5,30.8,28.0,34.6,27.9,44.8,47.9,37.4,35.2,67.8,-10.2,,,2021
1299,UMKC,Sum,0,20,11,-5.300000000000011,95.6,100.9,0.3493,51.2,52.3,2.8999999999999986,19.6,-3.0,22.5,21.6,24.6,30.5,55.3,50.4,50.9,35.1,36.5,62.7,-9.4,,,2021
1300,Penn St.,B10,1,25,11,15.400000000000006,111.2,95.8,0.8484,47.9,53.0,3.3999999999999986,16.3,7.099999999999998,19.7,31.9,24.8,27.8,33.5,45.8,53.9,33.8,34.5,69.1,-0.5,,,2021
1301,Stetson,ASun,0,22,11,-6.5,101.6,108.1,0.3278,51.2,53.6,-1.8000000000000007,19.7,1.4000000000000021,17.9,27.8,26.4,27.8,30.8,48.0,53.8,36.9,35.4,68.2,-10.9,,,2021
1302,Hampton,BSth,0,25,11,-13.800000000000011,96.1,109.9,0.1762,49.5,49.2,-0.3000000000000007,18.2,-9.7,17.9,22.2,31.9,28.6,35.4,49.3,48.3,33.2,33.8,70.6,-12.1,,,2021
1303,Arizona St.,P12,1,25,11,6.8999999999999915,106.6,99.7,0.6838,49.2,52.5,5.699999999999999,15.0,-8.700000000000003,20.7,21.4,30.1,33.3,36.1,48.8,51.5,33.3,36.2,72.9,-4.6,,,2021
1304,San Francisco,WCC,0,25,11,6.799999999999997,105.1,98.3,0.6838,51.3,49.8,3.0,16.9,0.10000000000000142,19.9,24.8,24.7,21.4,39.9,51.5,50.1,34.0,32.6,68.5,-6.1,,,2021
1305,Notre Dame,ACC,1,26,11,10.800000000000011,113.4,102.6,0.7592,53.9,50.8,-3.0,15.7,-7.699999999999999,12.7,22.0,29.7,25.9,19.7,52.9,48.5,36.8,36.6,67.3,-3.6,,,2021
1306,Gardner Webb,BSth,0,26,11,-0.9000000000000057,104.6,105.5,0.4755,52.4,48.6,0.6999999999999993,17.5,-1.5,18.2,26.6,28.1,30.0,36.5,51.0,46.9,36.1,34.1,66.6,-11.0,,,2021
1307,Little Rock,SB,0,25,11,-8.899999999999991,96.4,105.3,0.2675,50.4,50.7,-2.299999999999997,22.4,3.1000000000000014,20.1,31.1,28.0,37.7,27.8,52.2,49.7,31.3,34.9,67.2,-11.9,,,2021
1308,Southeast Missouri St.,OVC,0,27,11,-10.0,94.9,104.9,0.2394,49.9,51.9,-2.0,21.7,4.0,19.7,27.6,23.6,40.5,38.9,48.0,50.6,35.2,36.2,68.6,-12.9,,,2021
1309,Western Carolina,SC,0,25,11,-7.299999999999997,99.4,106.7,0.3083,51.8,54.1,-3.5999999999999996,19.5,-1.8999999999999986,15.9,22.6,24.5,32.2,28.5,53.2,54.6,33.2,35.6,70.6,-11.6,,,2021
1310,Troy,SB,0,25,11,-11.200000000000003,92.7,103.9,0.2113,44.4,51.3,-3.3999999999999986,21.4,1.9000000000000021,18.0,28.3,26.4,33.1,30.5,46.0,49.1,28.1,36.5,68.4,-13.1,,,2021
1311,Northwestern St.,Slnd,0,28,11,-13.599999999999994,96.7,110.3,0.1794,48.9,53.5,-1.5,19.5,-5.5,18.0,26.2,31.7,30.1,35.1,47.3,55.8,34.7,32.8,71.2,-12.5,,,2021
1312,Siena,MAAC,0,17,12,-2.799999999999997,99.3,102.1,0.4228,52.0,46.0,-1.6999999999999993,19.5,0.8999999999999986,17.8,28.0,27.1,37.2,24.7,52.2,44.8,34.4,32.4,65.7,-3.7,,,2021
1313,Jackson St.,SWAC,0,18,12,-7.8999999999999915,88.2,96.1,0.2704,44.7,43.8,0.3999999999999986,21.6,2.299999999999997,22.0,28.9,26.6,42.2,41.2,42.0,43.1,34.0,30.3,68.9,-3.7,,,2021
1314,Monmouth,MAAC,0,20,12,-5.6000000000000085,98.6,104.2,0.3456,48.5,48.6,3.1999999999999993,17.7,-2.8000000000000007,20.9,25.7,28.5,38.2,38.4,45.4,48.2,36.3,32.9,74.3,-6.1,,,2021
1315,New Mexico St.,WAC,0,17,12,1.0,104.7,103.7,0.5281,49.4,49.5,0.1999999999999993,18.3,8.199999999999996,18.5,34.3,26.1,31.0,34.0,50.6,50.5,32.1,31.8,64.0,-5.7,,,2021
1316,Santa Clara,WCC,0,19,12,1.5999999999999943,100.8,99.2,0.5473,47.7,47.4,-0.9000000000000021,17.8,-1.8999999999999986,16.9,23.0,24.9,39.9,30.1,49.0,47.2,29.9,31.9,70.9,-3.1,,,2021
1317,Marist,MAAC,0,21,12,-7.3999999999999915,92.9,100.3,0.2927,49.1,45.7,-3.3999999999999986,21.4,-2.3999999999999986,18.0,23.0,25.4,31.5,32.2,50.8,45.3,31.0,30.9,66.4,-7.4,,,2021
1318,Army,Pat,0,20,12,-1.7999999999999972,99.2,101.0,0.4492,52.2,52.4,1.3000000000000007,18.2,-1.8000000000000007,19.5,22.7,24.5,29.3,23.7,54.3,50.5,32.7,36.7,68.6,-5.2,,,2021
1319,Detroit,Horz,0,22,12,-0.5,108.3,108.8,0.4865,55.1,54.2,1.6999999999999993,16.8,-1.9000000000000021,18.5,27.2,29.1,25.3,22.4,52.2,53.4,39.1,36.8,67.4,-6.8,,,2021
1320,Cincinnati,Amer,0,23,12,4.599999999999994,102.5,97.9,0.6291,48.4,49.6,-1.8999999999999986,20.5,3.8000000000000007,18.6,29.1,25.3,33.0,37.8,49.4,49.2,31.1,33.6,71.0,-2.9,,,2021
1321,Miami OH,MAC,0,22,12,0.8999999999999915,105.3,104.4,0.5248,50.5,51.8,1.8000000000000007,16.3,-1.1000000000000014,18.1,27.9,29.0,25.5,27.4,48.1,51.1,36.2,35.3,65.8,-6.4,,,2021
1322,Seattle,WAC,0,19,12,-4.5,97.9,102.4,0.3736,46.5,50.5,6.0,15.7,-3.8000000000000007,21.7,26.3,30.1,28.4,40.4,45.6,50.0,31.8,34.3,69.3,-8.2,,,2021
1323,UTEP,CUSA,0,21,12,2.799999999999997,102.7,99.9,0.5772,47.5,49.7,2.8999999999999986,16.1,-0.5999999999999979,19.0,24.8,25.4,29.9,40.9,46.5,48.7,32.8,34.6,67.7,-6.6,,,2021
1324,Fresno St.,MWC,0,22,12,-1.2000000000000028,100.5,101.7,0.4678,48.8,51.3,-2.6000000000000014,21.5,5.5,18.9,30.5,25.0,36.8,33.6,48.7,49.9,32.6,35.8,65.4,-6.0,,,2021
1325,Grambling St.,SWAC,0,23,12,-14.0,92.4,106.4,0.1647,47.8,46.8,-0.6000000000000014,21.6,-5.600000000000001,21.0,26.0,31.6,41.9,38.1,47.0,44.0,33.3,34.3,70.0,-9.2,,,2021
1326,Pepperdine,WCC,0,22,12,8.299999999999997,107.6,99.3,0.7147,50.5,50.2,-0.29999999999999716,17.9,-4.199999999999999,17.6,23.2,27.4,32.7,34.3,51.5,55.4,32.5,27.8,71.2,-4.2,,,2021
1327,Utah,P12,1,25,12,12.299999999999997,110.8,98.5,0.7942,53.1,51.2,1.2000000000000028,18.4,-5.899999999999999,19.6,23.6,29.5,28.8,27.3,53.0,49.6,35.5,36.0,67.6,-3.9,,,2021
1328,TCU,B12,1,26,12,4.299999999999997,104.3,100.0,0.6203,49.9,50.7,-3.8999999999999986,20.9,-0.40000000000000213,17.0,28.9,29.3,32.4,29.3,49.5,51.0,33.8,33.5,67.0,-4.0,,,2021
1329,Southern Illinois,MVC,0,25,12,-2.799999999999997,99.3,102.1,0.4205,52.2,53.1,0.5,18.5,-9.0,19.0,16.6,25.6,29.8,23.9,49.7,54.1,37.2,34.4,66.2,-8.1,,,2021
1330,Indiana,B10,1,27,12,13.899999999999991,108.3,94.4,0.8278,48.5,48.8,0.40000000000000213,17.2,-1.8999999999999986,17.6,25.5,27.4,41.5,33.5,48.5,48.1,32.4,33.4,66.3,-1.2,,,2021
1331,UNLV,MWC,0,25,12,0.09999999999999432,103.5,103.4,0.5028,50.7,51.9,-1.9000000000000021,19.6,3.8000000000000007,17.7,28.8,25.0,21.4,33.7,49.8,48.1,34.6,37.9,66.0,-7.7,,,2021
1332,Longwood,BSth,0,27,12,-6.099999999999994,97.9,104.0,0.3329,49.8,51.7,0.8000000000000007,19.8,1.2000000000000028,20.6,28.1,26.9,31.5,33.8,48.6,56.1,34.6,31.0,65.2,-12.5,,,2021
1333,Bradley,MVC,0,26,12,0.10000000000000853,102.7,102.6,0.5027,49.9,51.1,-1.0999999999999979,18.9,1.8000000000000007,17.8,28.0,26.2,22.6,30.2,51.6,46.4,31.4,38.1,66.0,-9.8,,,2021
1334,Oakland,Horz,0,30,12,-5.700000000000003,102.8,108.5,0.3497,48.7,55.4,0.8999999999999986,17.8,-3.6000000000000014,18.7,30.0,33.6,33.2,21.3,47.7,55.0,33.3,37.3,70.3,-11.5,,,2021
1335,Chicago St.,WAC,0,9,0,-32.2,85.0,117.2,0.0241,41.3,60.1,-5.600000000000001,21.8,-21.299999999999997,16.2,16.6,37.9,25.4,32.8,43.9,60.6,25.1,39.5,70.5,-5.8,,,2021
1336,North Carolina St.,ACC,1,23,13,13.399999999999991,110.6,97.2,0.8152,52.7,51.6,3.3000000000000007,18.7,-2.3999999999999986,22.0,30.1,32.5,32.1,29.4,51.7,50.6,36.6,35.7,68.0,-1.6,,,2021
1337,Montana St.,BSky,0,21,13,-6.3999999999999915,98.9,105.3,0.3256,49.7,49.7,1.0,17.8,-2.3999999999999986,18.8,24.3,26.7,40.3,37.2,50.5,48.5,32.0,34.4,68.3,-7.1,,,2021
1338,Hofstra,CAA,0,23,13,-0.29999999999999716,106.3,106.6,0.4906,50.8,51.1,-0.10000000000000142,17.5,0.40000000000000213,17.4,29.3,28.9,33.2,25.8,51.7,51.4,33.0,33.8,68.4,-5.8,,,2021
1339,Florida Atlantic,CUSA,0,19,13,0.7999999999999972,102.2,101.4,0.5232,51.4,49.7,-1.7999999999999972,20.4,8.3,18.6,31.6,23.3,30.1,38.0,50.2,47.7,35.4,35.4,68.3,-7.3,,,2021
1340,Cal Baptist,WAC,0,19,13,-5.0,104.8,109.8,0.3682,54.0,51.7,-3.599999999999998,19.7,-0.5999999999999979,16.1,27.3,27.9,37.1,37.2,50.4,50.0,39.6,36.8,70.6,-7.2,,,2021
1341,Duke,ACC,1,24,13,18.0,115.1,97.1,0.8758,53.7,51.3,1.5,18.3,3.0,19.8,32.0,29.0,23.4,31.9,54.3,50.4,35.1,35.5,68.5,-1.8,,,2021
1342,North Alabama,ASun,0,20,13,-11.5,94.7,106.2,0.2111,48.2,51.3,-1.6999999999999993,20.3,1.9000000000000021,18.6,26.1,24.2,28.3,35.7,47.3,49.8,33.0,35.6,70.3,-8.5,,,2021
1343,Idaho St.,BSky,0,19,13,-9.299999999999997,92.3,101.6,0.2485,47.2,48.0,-5.399999999999999,23.5,4.5,18.1,30.8,26.3,38.7,35.6,48.3,45.1,30.2,36.5,64.6,-8.5,,,2021
1344,East Tennessee St.,SC,0,23,13,2.5,102.7,100.2,0.5688,50.3,50.4,-0.5,20.3,4.0,19.8,30.5,26.5,29.8,31.6,49.0,49.3,34.9,34.4,65.8,-7.3,,,2021
1345,VMI,SC,0,22,13,0.0,106.2,106.2,0.498,53.8,50.5,-3.4999999999999982,16.9,-3.099999999999998,13.4,22.6,25.7,28.8,23.3,52.4,50.8,37.0,33.4,70.3,-7.5,,,2021
1346,The Citadel,SC,0,21,13,-6.6000000000000085,102.8,109.4,0.3279,51.8,52.8,-2.200000000000001,16.1,-3.1999999999999993,13.9,22.5,25.7,33.5,25.9,53.8,55.8,32.8,31.6,74.0,-8.4,,,2021
1347,Providence,BE,1,26,13,13.0,107.7,94.7,0.8151,48.3,48.6,-0.3999999999999986,17.2,-0.7999999999999972,16.8,29.1,29.9,31.6,30.1,48.5,50.6,32.0,29.7,66.7,-1.8,,,2021
1348,Murray St.,OVC,0,24,13,1.2000000000000028,103.9,102.7,0.5331,54.7,49.6,0.1999999999999993,19.3,1.5,19.5,27.6,26.1,26.1,31.4,54.6,50.1,36.6,32.6,66.3,-10.4,,,2021
1349,Georgia Southern,SB,0,22,13,-7.5,94.8,102.3,0.2935,48.0,51.0,0.7000000000000028,21.4,-0.6000000000000014,22.1,30.4,31.0,29.1,31.4,49.1,48.9,30.9,36.2,66.9,-10.5,,,2021
1350,UT Arlington,SB,0,23,13,-8.100000000000009,97.6,105.7,0.2869,46.1,50.0,3.5,16.1,-5.399999999999999,19.6,26.9,32.3,26.2,29.4,41.7,47.5,35.3,36.7,69.6,-9.6,,,2021
1351,Marquette,BE,1,27,13,11.600000000000009,107.4,95.8,0.7885,50.6,47.7,-4.999999999999998,20.9,0.8000000000000007,15.9,29.1,28.3,35.0,30.0,51.9,45.8,32.3,33.9,67.9,-2.1,,,2021
