,TEAM,CONF,Power Conference,ADJEM,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOM,TOR,RBM,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POSTSEASON,Year
10,Duke,ACC,1,0.7780320366132722,0.8037383177570097,0.39649122807017534,0.930544272948822,0.8217054263565888,0.6292134831460681,0.4649681528662418,0.13414634146341475,0.5632653061224491,0.39310344827586197,0.5235849056603775,0.35849056603773555,0.4285714285714284,0.43678160919540254,0.6593406593406592,0.5575221238938055,0.7265625,0.47058823529411775,0.45695364238410674,0.6652719665271967,4.0,4,2024
11,Illinois,B10,1,0.7826086956521738,0.94392523364486,0.5473684210526311,0.9236393176279447,0.7131782945736429,0.5168539325842696,0.12101910828025478,0.23170731707317072,0.7346938775510204,0.07586206896551728,0.7311320754716982,0.37735849056603765,0.6129032258064513,0.417624521072797,0.6758241758241756,0.3362831858407085,0.5078125,0.6705882352941175,0.6556291390728481,0.7782426778242679,3.0,4,2024
12,Saint Mary's,WCC,0,0.7345537757437068,0.64797507788162,0.28771929824561404,0.9205253181695097,0.6589147286821708,0.19101123595505687,0.34394904458598713,0.3414634146341464,1.0,0.3793103448275861,0.8632075471698114,0.02830188679245227,0.1751152073732718,0.6130268199233718,0.5824175824175821,0.0707964601769917,0.5546875,0.4470588235294115,0.13907284768211925,0.5857740585774059,5.0,1,2024
13,Gonzaga,WCC,0,0.7482837528604118,0.8193146417445485,0.4596491228070172,0.9141619279718385,0.9379844961240309,0.4382022471910112,0.4585987261146496,0.09756097560975618,0.5714285714285714,0.3655172413793104,0.5943396226415093,0.4811320754716979,0.32258064516129026,0.3678160919540231,0.8736263736263732,0.2035398230088501,0.5546875,0.6352941176470588,0.6026490066225159,0.6317991631799164,5.0,3,2024
14,Alabama,SEC,1,0.7574370709382152,0.9408099688473524,0.5824561403508768,0.9107771459518006,0.9069767441860463,0.7303370786516856,0.2738853503184713,0.3414634146341464,0.5265306122448979,0.3034482758620689,0.669811320754717,0.7358490566037732,0.4930875576036866,0.8965517241379312,0.8351648351648349,0.7345132743362837,0.6328125,0.388235294117647,0.8278145695364238,0.6694560669456068,4.0,5,2024
15,Kansas,B12,1,0.7048054919908466,0.5763239875389412,0.2526315789473683,0.9087462767397778,0.6821705426356584,0.47191011235955127,0.3248407643312103,0.3902439024390243,0.2775510204081634,0.38620689655172424,0.21698113207547165,0.40566037735849036,0.3824884792626726,0.47126436781609204,0.6813186813186811,0.22123893805309747,0.38281249999999956,0.6117647058823525,0.5894039735099343,0.7071129707112971,4.0,2,2024
16,Baylor,B12,1,0.7391304347826086,0.8473520249221189,0.5052631578947366,0.9076631464933658,0.8527131782945734,0.8876404494382024,0.2611464968152867,0.5487804878048781,0.6489795918367347,0.4068965517241381,0.6792452830188681,0.47169811320754684,0.7373271889400921,0.5632183908045977,0.604395604395604,0.805309734513274,0.8593749999999996,0.5764705882352938,0.37748344370860965,0.7405857740585775,3.0,2,2024
17,BYU,B12,1,0.723112128146453,0.7975077881619939,0.4736842105263155,0.902789060384511,0.8139534883720927,0.5168539325842696,0.3503184713375796,0.24390243902439024,0.6530612244897959,0.3310344827586207,0.5707547169811319,0.24528301886792425,0.03686635944700467,0.6091954022988507,0.8571428571428568,0.477876106194691,0.49999999999999956,0.3764705882352941,0.5960264900662255,0.6485355648535566,6.0,1,2024
18,Wisconsin,B10,1,0.7093821510297482,0.7725856697819315,0.46666666666666634,0.896154887625237,0.6046511627906979,0.9887640449438209,0.44585987261146487,0.1707317073170731,0.5673469387755102,0.39310344827586197,0.46226415094339635,0.2264150943396226,0.4147465437788018,0.6513409961685827,0.5604395604395602,0.6725663716814156,0.49999999999999956,1.0000000000000004,0.33112582781456945,0.6652719665271967,5.0,1,2024
19,Texas,B12,1,0.702517162471396,0.7476635514018692,0.4491228070175435,0.8945301922556186,0.7054263565891477,0.6292134831460681,0.4267515923566878,0.4146341463414638,0.3428571428571429,0.510344827586207,0.46226415094339635,0.7452830188679243,0.2718894009216588,0.7203065134099619,0.604395604395604,0.40707964601769886,0.6015625,0.729411764705882,0.47682119205298035,0.5774058577405858,7.0,2,2024
21,Nebraska,B10,1,0.6887871853546912,0.6448598130841123,0.35438596491228047,0.8935824532900081,0.666666666666667,0.3258426966292136,0.33121019108280236,0.3292682926829269,0.23265306122448987,0.35862068965517224,0.33490566037735847,0.7452830188679243,0.3640552995391704,0.4406130268199234,0.5714285714285712,0.21238938053097423,0.5781249999999996,0.388235294117647,0.576158940397351,0.6276150627615064,8.0,1,2024
22,Michigan St.,B10,1,0.6727688787185355,0.5514018691588789,0.2736842105263153,0.8914161927971838,0.5348837209302326,0.5168539325842696,0.5541401273885349,0.18292682926829262,0.37142857142857144,0.5172413793103448,0.4339622641509434,0.6226415094339619,0.24884792626728092,0.628352490421456,0.4450549450549448,0.38053097345132825,0.5859375,0.4941176470588231,0.35099337748344395,0.5359832635983264,9.0,2,2024
23,Florida,SEC,1,0.6956521739130436,0.7694704049844239,0.4842105263157892,0.8870836718115351,0.5348837209302326,0.606741573033708,0.21656050955414002,0.3170731707317074,0.6734693877551021,0.22758620689655173,0.7924528301886794,0.6415094339622636,0.6497695852534562,0.6896551724137933,0.510989010989011,0.5486725663716814,0.453125,0.42352941176470615,0.7682119205298013,0.6527196652719666,7.0,1,2024
24,Kentucky,SEC,1,0.7048054919908466,0.8722741433021808,0.5859649122807018,0.8847820200379095,0.9922480620155039,0.6853932584269664,0.41401273885350315,0.12195121951219501,0.2693877551020408,0.3310344827586207,0.3867924528301886,0.7641509433962259,0.2718894009216588,0.6590038314176246,0.6758241758241756,0.6194690265486726,1.0,0.47058823529411775,0.8278145695364238,0.6485355648535566,3.0,1,2024
25,New Mexico,MWC,0,0.6704805491990846,0.6168224299065423,0.3508771929824559,0.883834281072299,0.49612403100775193,0.5168539325842696,0.6560509554140126,0.08536585365853666,0.583673469387755,0.5724137931034483,0.5990566037735848,0.4622641509433958,0.3963133640552996,0.6628352490421457,0.4945054945054945,0.5663716814159296,0.390625,0.23529411764705888,0.8476821192052983,0.598326359832636,11.0,1,2024
26,Colorado,P12,1,0.6681922196796339,0.6915887850467293,0.4385964912280702,0.8755754129434064,0.829457364341085,0.6629213483146073,0.11464968152866223,0.5975609756097562,0.6653061224489796,0.2758620689655171,0.5518867924528302,0.17924528301886777,0.49769585253456206,0.45593869731800785,0.6153846153846154,0.6460176991150441,0.8593749999999996,0.388235294117647,0.5099337748344372,0.598326359832636,10.0,2,2024
27,Texas Tech,B12,1,0.6659038901601829,0.7009345794392527,0.4526315789473685,0.8728675873273761,0.6356589147286815,0.6404494382022481,0.3312101910828025,0.4024390243902438,0.3183673469387755,0.3999999999999999,0.44811320754716977,0.773584905660377,0.4654377880184333,0.3984674329501917,0.5,0.6017699115044253,0.6328125,0.4117647058823528,0.42384105960264984,0.6694560669456068,6.0,1,2024
28,San Diego St.,MWC,0,0.6315789473684209,0.5140186915887854,0.2947368421052632,0.8651502843216896,0.40310077519379783,0.42696629213483206,0.4267515923566878,0.3414634146341464,0.5142857142857145,0.46896551724137936,0.5660377358490568,0.5566037735849054,0.5990783410138247,0.6551724137931035,0.5054945054945055,0.48672566371681425,0.2265625,0.22352941176470598,0.40397350993377446,0.6359832635983265,5.0,3,2024
29,Mississippi St.,SEC,1,0.6338672768878716,0.5482866043613708,0.3298245614035089,0.8628486325480638,0.5503875968992249,0.4831460674157313,0.2675159235668789,0.6707317073170733,0.6408163265306122,0.482758620689655,0.6933962264150942,0.5188679245283017,0.617511520737327,0.6206896551724138,0.604395604395604,0.6548672566371683,0.3203125,0.0941176470588232,0.47682119205298035,0.5606694560669456,8.0,1,2024
30,Northwestern,B10,1,0.6407322654462242,0.6915887850467293,0.48070175438596463,0.8554021121039805,0.666666666666667,0.9213483146067425,0.6496815286624202,0.012195121951219745,0.22040816326530616,0.5241379310344827,0.23584905660377353,0.5754716981132071,0.24884792626728092,0.888888888888889,0.401098901098901,0.6637168141592924,0.8593749999999996,0.8588235294117648,0.24503311258278204,0.5899581589958159,9.0,2,2024
32,TCU,B12,1,0.6270022883295195,0.6074766355140189,0.4070175438596486,0.8517465475223394,0.5658914728682172,0.7752808988764048,0.48407643312101917,0.5731707317073171,0.6040816326530611,0.6620689655172414,0.6981132075471698,0.6132075471698113,0.48847926267281117,0.7471264367816094,0.4835164835164836,0.7168141592920354,0.5625,0.4941176470588231,0.6556291390728481,0.5815899581589958,9.0,1,2024
34,Clemson,ACC,1,0.6270022883295195,0.6760124610591904,0.4842105263157892,0.8459247224478743,0.720930232558139,0.5955056179775289,0.21656050955414002,0.2073170731707319,0.4244897959183674,0.16551724137931034,0.33018867924528295,0.29245283018867907,0.28110599078341014,0.574712643678161,0.6593406593406592,0.38053097345132825,0.546875,0.6352941176470588,0.41059602649006655,0.5648535564853557,6.0,4,2024
36,Nevada,MWC,0,0.6201372997711669,0.6261682242990654,0.4385964912280702,0.8438938532358515,0.6744186046511622,0.5393258426966296,0.445859872611465,0.2195121951219512,0.3346938775510205,0.42068965517241375,0.3207547169811321,0.4811320754716979,1.0,0.6934865900383141,0.5604395604395602,0.5575221238938055,0.6328125,0.3176470588235296,0.45033112582781465,0.6401673640167365,10.0,1,2024
38,Washington St.,P12,1,0.5995423340961099,0.5545171339563866,0.38947368421052575,0.8336041158949363,0.5813953488372094,0.4382022471910112,0.28662420382165593,0.35365853658536617,0.6489795918367347,0.32413793103448274,0.5754716981132076,0.2641509433962259,0.33179723502304137,0.6321839080459771,0.5604395604395602,0.36283185840708,0.4375,0.3999999999999999,0.32450331125827825,0.6066945606694562,7.0,2,2024
39,Dayton,A10,0,0.6109839816933639,0.6978193146417451,0.5333333333333332,0.8323855943677227,0.9302325581395348,0.5056179775280905,0.29299363057324823,0.3170731707317074,0.236734693877551,0.31034482758620685,0.2924528301886792,0.6509433962264146,0.5852534562211982,0.21455938697318022,0.6208791208791209,0.477876106194691,0.921875,0.3647058823529412,0.26490066225165565,0.6359832635983265,7.0,2,2024
40,Boise St.,MWC,0,0.5995423340961099,0.59190031152648,0.4315789473684206,0.831167072840509,0.5426356589147288,0.7191011235955056,0.3184713375796178,0.4024390243902438,0.7061224489795919,0.38620689655172424,0.5566037735849058,0.09433962264150919,0.5345622119815667,0.6475095785440615,0.4835164835164836,0.8230088495575223,0.49999999999999956,0.23529411764705888,0.43708609271523136,0.5648535564853557,10.0,0,2024
42,Texas A&M,SEC,1,0.5972540045766589,0.6230529595015577,0.47017543859649136,0.8258868128892498,0.06201550387596866,0.7528089887640457,0.4713375796178343,0.12195121951219501,0.889795918367347,0.39310344827586197,1.0,0.5566037735849054,0.631336405529954,0.574712643678161,0.25274725274725274,0.5929203539823011,0.0,0.6235294117647054,0.37086092715231755,0.5376569037656904,9.0,2,2024
44,Colorado St.,MWC,0,0.5881006864988558,0.5856697819314642,0.44210526315789433,0.8206065529379907,0.775193798449612,0.6629213483146073,0.43312101910828005,0.19512195121951237,0.19183673469387763,0.39310344827586197,0.16981132075471705,0.5094339622641506,0.3732718894009217,0.5977011494252874,0.8351648351648349,0.5044247787610625,0.375,0.6352941176470588,0.38410596026490085,0.5899581589958159,10.0,1,2024
46,South Carolina,SEC,1,0.5835240274599542,0.6043613707165112,0.47017543859649136,0.81519090170593,0.4806201550387592,0.5168539325842696,0.26114649681528657,0.2804878048780488,0.5306122448979593,0.2551724137931035,0.5849056603773587,0.5566037735849054,0.33640552995391704,0.5593869731800768,0.4780219780219781,0.35398230088495586,0.3984375,0.5882352941176472,0.19867549668874185,0.7238493723849373,6.0,1,2024
48,Drake,MVC,0,0.5629290617848969,0.6168224299065423,0.5157894736842104,0.7966422962361224,0.7984496124031004,0.8539325842696632,0.5222929936305731,0.08536585365853666,0.4081632653061224,0.4275862068965517,0.16509433962264153,0.0,0.3732718894009217,0.5670498084291188,0.6978021978021975,0.805309734513274,0.6328125,0.5176470588235293,0.5165562913907285,0.598326359832636,10.0,1,2024
51,Florida Atlantic,Amer,0,0.5560640732265445,0.694704049844237,0.6140350877192979,0.7813430815055509,0.8062015503875966,0.7078651685393265,0.34394904458598713,0.3170731707317074,0.510204081632653,0.3655172413793104,0.6179245283018867,0.6698113207547167,0.47465437788018416,0.4329501915708812,0.7472527472527473,0.5752212389380529,0.5625,0.5882352941176472,0.5231788079470205,0.5774058577405858,8.0,1,2024
55,Oregon,P12,1,0.5423340961098398,0.5700934579439254,0.4947368421052629,0.7784998646087191,0.5581395348837201,0.9101123595505625,0.4968152866242036,0.19512195121951237,0.38775510204081626,0.4620689655172412,0.37735849056603776,0.47169811320754684,0.3594470046082947,0.636015325670498,0.5659340659340661,0.7787610619469025,0.40625,0.6705882352941175,0.47019867549668826,0.5857740585774059,11.0,2,2024
56,Virginia,ACC,1,0.5171624713958809,0.2990654205607477,0.2280701754385963,0.778229082047116,0.3643410852713176,0.3146067415730345,0.6878980891719746,0.0,0.236734693877551,0.5586206896551724,0.2500000000000001,0.5660377358490565,0.02764976958525356,0.363984674329502,0.24175824175824134,0.3362831858407085,0.6171874999999996,0.21176470588235263,0.0,0.5774058577405858,10.0,0,2024
57,Utah St.,MWC,0,0.5423340961098395,0.5950155763239877,0.5228070175438595,0.7778229082047114,0.7364341085271322,0.6966292134831464,0.34394904458598713,0.30487804878048785,0.44897959183673475,0.35862068965517224,0.36792452830188693,0.31132075471698073,0.7142857142857142,0.5440613026819924,0.8076923076923075,0.9115044247787609,0.2890625,0.0470588235294116,0.5629139072847686,0.6652719665271967,8.0,2,2024
62,North Carolina St.,ACC,1,0.5217391304347825,0.59190031152648,0.5508771929824561,0.7557541294340644,0.4728682170542635,0.7977528089887649,0.5668789808917196,0.060975609756097615,0.29387755102040825,0.4620689655172412,0.37264150943396246,0.6792452830188678,0.36866359447004604,0.6015325670498085,0.4230769230769229,0.5929203539823011,0.484375,0.7411764705882349,0.5231788079470205,0.5020920502092051,11.0,5,2024
68,James Madison,SB,0,0.49427917620137285,0.5295950155763243,0.5228070175438595,0.7285404819929595,0.7596899224806197,0.3707865168539328,0.624203821656051,0.18292682926829262,0.5020408163265306,0.5931034482758621,0.5330188679245284,0.5188679245283017,0.44700460829493105,0.724137931034483,0.6483516483516483,0.530973451327434,0.6328125,0.0,0.649006622516556,0.5899581589958159,12.0,2,2024
69,Grand Canyon,WAC,0,0.4874141876430205,0.5015576323987538,0.5017543859649121,0.7221770917952883,0.5736434108527133,0.2808988764044944,0.43312101910828005,0.5609756097560976,0.5265306122448979,0.5999999999999999,0.6556603773584907,0.7075471698113205,0.9585253456221197,0.7126436781609194,0.5439560439560438,0.14159292035398252,0.46875,0.47058823529411775,0.5298013245033117,0.5815899581589958,12.0,2,2024
74,Duquesne,A10,0,0.46224256292906185,0.35202492211838,0.37192982456140333,0.7057947468183048,0.4263565891472867,0.5168539325842696,0.4267515923566878,0.524390243902439,0.3183673469387755,0.5724137931034483,0.4339622641509434,0.7452830188679243,0.3963133640552996,0.731800766283525,0.39560439560439553,0.4955752212389384,0.4296875,0.3647058823529412,0.41721854304635775,0.45188284518828453,11.0,2,2024
80,McNeese St.,Slnd,0,0.46453089244851253,0.5077881619937696,0.5438596491228069,0.6938803141077714,0.7984496124031004,0.49438202247191043,0.8598726114649682,0.12195121951219501,0.3918367346938777,0.8137931034482759,0.5377358490566039,0.783018867924528,0.7419354838709677,0.67816091954023,0.5714285714285712,0.3097345132743361,0.8593749999999996,0.5176470588235293,0.35099337748344395,0.5564853556485356,12.0,1,2024
84,Yale,Ivy,0,0.4508009153318078,0.4610591900311527,0.5122807017543858,0.6821012726780395,0.5968992248062008,0.7078651685393265,0.4203821656050955,0.10975609756097571,0.5020408163265306,0.3310344827586207,0.3632075471698112,0.17924528301886777,0.11059907834101379,0.49042145593869735,0.5549450549450547,0.530973451327434,0.484375,0.6352941176470588,0.30463576158940375,0.4225941422594143,13.0,2,2024
88,Samford,SC,0,0.4416475972540045,0.5202492211838008,0.5929824561403509,0.6655835364202545,0.9534883720930232,0.7415730337078656,0.5286624203821654,0.5975609756097562,0.2489795918367347,0.7241379310344827,0.44811320754716977,0.9339622641509431,0.5483870967741935,0.7969348659003833,0.7197802197802194,0.5929203539823011,0.8515624999999996,0.6235294117647054,0.834437086092715,0.5301255230125523,13.0,1,2024
98,College of Charleston,CAA,0,0.41418764302059485,0.5700934579439254,0.6912280701754385,0.6255077173030056,0.6046511627906979,0.808988764044944,0.43312101910828005,0.13414634146341475,0.6040816326530611,0.35862068965517224,0.6037735849056604,0.42452830188679247,0.11059907834101379,0.46360153256704983,0.5604395604395602,0.6814159292035398,0.49999999999999956,0.6117647058823525,0.6622516556291393,0.46025104602510464,13.0,1,2024
108,UAB,Amer,0,0.3752860411899315,0.5514018691588789,0.7298245614035084,0.5733820741944218,0.4263565891472867,0.8539325842696632,0.2611464968152867,0.42682926829268286,0.49795918367346925,0.33793103448275863,0.6886792452830187,0.8396226415094334,0.7373271889400921,0.5823754789272032,0.43956043956043933,0.6548672566371683,0.3671875,0.7529411764705878,0.5099337748344372,0.41422594142259417,12.0,1,2024
109,Vermont,AE,0,0.3615560640732265,0.29595015576324,0.4631578947368422,0.5678310316815597,0.5581395348837201,0.3707865168539328,0.38216560509554126,0.07317073170731714,0.28571428571428564,0.2689655172413792,0.08018867924528295,0.1132075471698113,0.2396313364055298,0.3716475095785441,0.587912087912088,0.31858407079646023,0.3984375,0.3411764705882354,0.21854304635761546,0.4769874476987448,13.0,1,2024
130,Akron,MAC,0,0.30663615560640745,0.31152647975077885,0.5649122807017539,0.4811806119685892,0.5736434108527133,0.5842696629213489,0.2611464968152867,0.4878048780487805,0.4816326530612245,0.37241379310344835,0.41509433962264153,0.33018867924528283,0.4193548387096775,0.49042145593869735,0.6813186813186811,0.699115044247788,0.28125,0.16470588235294104,0.37748344370860965,0.33891213389121344,14.0,1,2024
131,Western Kentucky,CUSA,0,0.30663615560640745,0.31775700934579465,0.5719298245614031,0.4791497427565664,0.5658914728682172,0.5505617977528088,0.3184713375796178,0.6219512195121952,0.39591836734693886,0.510344827586207,0.36792452830188693,0.4339622641509431,0.38709677419354827,0.6590038314176246,0.5329670329670328,0.48672566371681425,0.46875,0.42352941176470615,0.9999999999999996,0.25104602510460255,15.0,1,2024
132,Morehead St.,OVC,0,0.30434782608695643,0.3644859813084116,0.6280701754385967,0.47251556999729205,0.7596899224806197,0.25842696629213524,0.10828025477706998,0.6463414634146343,0.5510204081632654,0.29655172413793096,0.5330188679245284,0.40566037735849036,0.31336405529953915,0.6321839080459771,0.7252747252747254,0.2300884955752216,0.5390624999999996,0.2941176470588238,0.28476821192052926,0.38493723849372385,14.0,1,2024
136,Oakland,Horz,0,0.30205949656750575,0.39875389408099693,0.6701754385964906,0.4676414838884376,0.5813953488372094,0.808988764044944,0.30573248407643316,0.36585365853658547,0.40408163265306124,0.3517241379310345,0.46698113207547187,0.6132075471698113,0.2949308755760367,0.4061302681992339,0.5164835164835164,0.6814159292035398,0.5234375,0.6235294117647054,0.45033112582781465,0.35146443514644354,14.0,2,2024
137,South Dakota St.,Sum,0,0.3020594965675054,0.39252336448598113,0.663157894736842,0.4653398321148118,0.829457364341085,0.8314606741573032,0.30573248407643316,0.3902439024390243,0.28571428571428564,0.3655172413793104,0.17452830188679236,0.3018867924528301,0.2718894009216588,0.4291187739463601,0.7417582417582413,0.5486725663716814,0.609375,0.7764705882352945,0.5231788079470205,0.2175732217573222,15.0,1,2024
158,Colgate,Pat,0,0.24027459954233407,0.22741433021806845,0.5719298245614031,0.36948280530733824,0.6821705426356584,0.42696629213483206,0.28662420382165604,0.378048780487805,0.3428571428571429,0.33793103448275863,0.2028301886792453,0.2264150943396226,0.1428571428571428,0.31800766283524917,0.5989010989010985,0.5221238938053099,0.5703125,0.15294117647058814,0.41059602649006655,0.3556485355648536,14.0,1,2024
169,Longwood,BSth,0,0.21052631578947373,0.2803738317757012,0.6771929824561402,0.3207419442187923,0.3720930232558137,0.8876404494382024,0.4012738853503185,0.5853658536585367,0.779591836734694,0.5793103448275863,0.7547169811320756,0.3207547169811318,0.6912442396313363,0.7624521072796936,0.3406593406593408,0.7168141592920354,0.453125,0.7058823529411762,0.45033112582781465,0.16736401673640167,16.0,1,2024
190,Long Beach St.,BW,0,0.1693363844393594,0.32398753894081045,0.7894736842105261,0.2591389114541024,0.33333333333333304,0.8764044943820233,0.3885350318471336,0.4756097560975614,0.4734693877551019,0.5034482758620689,0.5943396226415093,0.7075471698113205,0.6267281105990783,0.628352490421456,0.401098901098901,0.6371681415929209,0.2265625,0.7647058823529416,0.7549668874172188,0.19246861924686193,15.0,1,2024
200,Montana St.,BSky,0,0.16247139588100706,0.2461059190031154,0.7122807017543855,0.24289195775792038,0.720930232558139,1.0,0.41401273885350315,0.43902439024390283,0.0,0.510344827586207,0.0,0.6132075471698113,0.2857142857142856,0.7969348659003833,0.604395604395604,1.0000000000000004,0.6249999999999996,0.47058823529411775,0.5629139072847686,0.0,16.0,0,2024
207,Saint Peter's,MAAC,0,0.1510297482837527,0.056074766355140415,0.5157894736842104,0.22190630923368526,0.031007751937984107,0.3595505617977537,0.34394904458598713,0.780487804878049,0.5551020408163266,0.6275862068965519,0.6792452830188681,0.6886792452830184,0.6267281105990783,1.0,0.0,0.31858407079646023,0.4296875,0.3411764705882354,0.26490066225165565,0.15899581589958156,15.0,1,2024
230,Stetson,ASun,0,0.09839816933638437,0.41433021806853576,1.0,0.15705388572975898,0.6821705426356584,0.9662921348314608,0.15286624203821644,0.3170731707317074,0.1714285714285715,0.1586206896551724,0.3207547169811321,0.8584905660377355,0.33179723502304137,0.3716475095785441,0.5549450549450547,0.8318584070796464,0.6328125,0.6941176470588233,0.39735099337748325,0.24267782426778245,16.0,1,2024
267,Howard,MEAC,0,0.03661327231121267,0.29595015576324,0.9614035087719297,0.0695911183319794,0.5736434108527133,0.8426966292134832,0.0,1.0,0.43265306122448977,0.3793103448275861,0.5990566037735848,0.8113207547169807,0.8156682027649771,0.8773946360153259,0.37362637362637363,0.7079646017699113,0.7109375,0.6352941176470588,0.5099337748344372,0.02092050209205021,16.0,0,2024
271,Grambling St.,SWAC,0,0.038901601830663685,0.0841121495327104,0.7192982456140351,0.054968860005415676,0.2790697674418605,0.6404494382022481,0.20382165605095534,0.8902439024390247,0.1346938775510204,0.5379310344827586,0.34905660377358505,1.0,0.695852534562212,0.67816091954023,0.25274725274725274,0.4955752212389384,0.4453125,0.6000000000000001,0.32450331125827825,0.19246861924686193,16.0,1,2024
294,Wagner,NEC,0,0.0,0.0,0.6842105263157894,0.0,0.0,0.5617977528089888,0.3694267515923566,0.3292682926829269,0.4244897959183674,0.3999999999999999,0.41509433962264153,0.4622641509433958,0.10599078341013835,0.5249042145593871,0.0219780219780219,0.7168141592920354,0.25,0.15294117647058814,0.08609271523178785,0.037656903765690364,16.0,1,2024
362,Kansas,B12,1,0.7816377171215881,0.6618705035971217,0.17647058823529393,0.9357152710718717,0.5371900826446279,0.4253731343283582,0.5,0.4421052631578948,0.42248062015503884,0.5966386554621848,0.47499999999999987,0.4444444444444444,0.3571428571428572,0.47791164658634544,0.5431034482758621,0.4266666666666672,0.5827338129496404,0.4455445544554455,0.6814159292035402,0.9957805907172994,1.0,2,2023
363,Purdue,B10,1,0.84863523573201,0.8093525179856114,0.2279411764705883,0.9572354807559662,0.47107438016528924,0.44029850746268684,0.10526315789473706,0.41052631578947363,1.0,0.19327731092436973,0.9599999999999997,0.10457516339869288,0.6680672268907564,0.0,0.6379310344827589,0.4266666666666672,0.402877697841727,0.4752475247524752,0.23008849557522115,0.9662447257383966,1.0,1,2023
